result,sampleDotCode,sampleTime,resultName,deviceName,unitName
8.70,ST010088,2025-05-17 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.69,ST010088,2025-05-17 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
20.20,ST010088,2025-05-17 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-05-18 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.63,ST010088,2025-05-18 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
18.80,ST010088,2025-05-18 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.40,ST010088,2025-05-19 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
20.10,ST010088,2025-05-19 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.55,ST010088,2025-05-19 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.80,ST010088,2025-05-20 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
21.50,ST010088,2025-05-20 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.66,ST010088,2025-05-20 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.60,ST010088,2025-05-21 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.59,ST010088,2025-05-21 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
16.70,ST010088,2025-05-21 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.63,ST010088,2025-05-22 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.50,ST010088,2025-05-22 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
20.10,ST010088,2025-05-22 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-05-23 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.77,ST010088,2025-05-23 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
18.10,ST010088,2025-05-23 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-05-24 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
17.50,ST010088,2025-05-24 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.68,ST010088,2025-05-24 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.50,ST010088,2025-05-25 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.61,ST010088,2025-05-25 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
16.90,ST010088,2025-05-25 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.30,ST010088,2025-05-26 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.51,ST010088,2025-05-26 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
14.40,ST010088,2025-05-26 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.50,ST010088,2025-05-27 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.63,ST010088,2025-05-27 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
13.50,ST010088,2025-05-27 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-05-28 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.59,ST010088,2025-05-28 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
12.10,ST010088,2025-05-28 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.50,ST010088,2025-05-29 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
23.00,ST010088,2025-05-29 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.84,ST010088,2025-05-29 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.60,ST010088,2025-05-30 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.44,ST010088,2025-05-30 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
17.10,ST010088,2025-05-30 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
7.20,ST010088,2025-05-31 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.70,ST010088,2025-05-31 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
14.10,ST010088,2025-05-31 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
7.20,ST010088,2025-06-01 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.52,ST010088,2025-06-01 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
15.20,ST010088,2025-06-01 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.80,ST010088,2025-06-02 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.63,ST010088,2025-06-02 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
19.60,ST010088,2025-06-02 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-06-03 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.57,ST010088,2025-06-03 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
15.80,ST010088,2025-06-03 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.70,ST010088,2025-06-04 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
20.00,ST010088,2025-06-04 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.47,ST010088,2025-06-04 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.80,ST010088,2025-06-05 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
41.60,ST010088,2025-06-05 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.65,ST010088,2025-06-05 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.60,ST010088,2025-06-06 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
13.60,ST010088,2025-06-06 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.60,ST010088,2025-06-06 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
0.68,ST010088,2025-06-07 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.50,ST010088,2025-06-07 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
16.10,ST010088,2025-06-07 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.61,ST010088,2025-06-08 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.70,ST010088,2025-06-08 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
16.60,ST010088,2025-06-08 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.70,ST010088,2025-06-09 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
26.70,ST010088,2025-06-09 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.55,ST010088,2025-06-09 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
0.50,ST010088,2025-06-10 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.40,ST010088,2025-06-10 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
16.30,ST010088,2025-06-10 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.60,ST010088,2025-06-11 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.50,ST010088,2025-06-11 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
17.20,ST010088,2025-06-11 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.20,ST010088,2025-06-12 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.66,ST010088,2025-06-12 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
16.80,ST010088,2025-06-12 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-06-13 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
19.30,ST010088,2025-06-13 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.74,ST010088,2025-06-13 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.70,ST010088,2025-06-14 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.63,ST010088,2025-06-14 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
13.90,ST010088,2025-06-14 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.50,ST010088,2025-06-15 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.55,ST010088,2025-06-15 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
18.50,ST010088,2025-06-15 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.40,ST010088,2025-06-16 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
17.50,ST010088,2025-06-16 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.26,ST010088,2025-06-16 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.70,ST010088,2025-06-17 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
14.40,ST010088,2025-06-17 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.40,ST010088,2025-06-17 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.00,ST010088,2025-06-18 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.44,ST010088,2025-06-18 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
14.60,ST010088,2025-06-18 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.40,ST010088,2025-06-19 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
6.46,ST010088,2025-06-19 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.35,ST010088,2025-06-19 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.70,ST010088,2025-06-20 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.41,ST010088,2025-06-20 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
16.40,ST010088,2025-06-20 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-06-21 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
19.80,ST010088,2025-06-21 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.47,ST010088,2025-06-21 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.50,ST010088,2025-06-22 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.40,ST010088,2025-06-22 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
16.10,ST010088,2025-06-22 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.10,ST010088,2025-06-23 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
14.40,ST010088,2025-06-23 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.52,ST010088,2025-06-23 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.30,ST010088,2025-06-24 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.76,ST010088,2025-06-24 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
18.10,ST010088,2025-06-24 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-06-25 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.62,ST010088,2025-06-25 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
21.30,ST010088,2025-06-25 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.69,ST010088,2025-06-26 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.30,ST010088,2025-06-26 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
19.20,ST010088,2025-06-26 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-06-27 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
23.20,ST010088,2025-06-27 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.75,ST010088,2025-06-27 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
20.10,ST010088,2025-06-28 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.70,ST010088,2025-06-28 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.50,ST010088,2025-06-28 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
8.50,ST010088,2025-06-29 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.56,ST010088,2025-06-29 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
14.40,ST010088,2025-06-29 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.50,ST010088,2025-06-30 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.47,ST010088,2025-06-30 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
28.30,ST010088,2025-06-30 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.50,ST010088,2025-07-01 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.55,ST010088,2025-07-01 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
12.60,ST010088,2025-07-01 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.40,ST010088,2025-07-02 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.64,ST010088,2025-07-02 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
21.00,ST010088,2025-07-02 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-07-03 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.77,ST010088,2025-07-03 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
18.70,ST010088,2025-07-03 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.40,ST010088,2025-07-04 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.63,ST010088,2025-07-04 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
24.30,ST010088,2025-07-04 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.30,ST010088,2025-07-05 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
23.70,ST010088,2025-07-05 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.59,ST010088,2025-07-05 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
0.52,ST010088,2025-07-06 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.30,ST010088,2025-07-06 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
19.90,ST010088,2025-07-06 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.50,ST010088,2025-07-07 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.70,ST010088,2025-07-07 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
15.40,ST010088,2025-07-07 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.30,ST010088,2025-07-08 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
16.40,ST010088,2025-07-08 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.38,ST010088,2025-07-08 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.30,ST010088,2025-07-09 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.40,ST010088,2025-07-09 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
20.20,ST010088,2025-07-09 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.44,ST010088,2025-07-10 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.20,ST010088,2025-07-10 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
17.70,ST010088,2025-07-10 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.00,ST010088,2025-07-11 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.38,ST010088,2025-07-11 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
17.30,ST010088,2025-07-11 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.30,ST010088,2025-07-12 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.42,ST010088,2025-07-12 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
18.70,ST010088,2025-07-12 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.46,ST010088,2025-07-13 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.30,ST010088,2025-07-13 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
13.60,ST010088,2025-07-13 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.60,ST010088,2025-07-14 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.35,ST010088,2025-07-14 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
22.50,ST010088,2025-07-14 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.42,ST010088,2025-07-15 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.60,ST010088,2025-07-15 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
15.90,ST010088,2025-07-15 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.40,ST010088,2025-07-16 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
11.30,ST010088,2025-07-16 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.39,ST010088,2025-07-16 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.20,ST010088,2025-07-17 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.47,ST010088,2025-07-17 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
11.00,ST010088,2025-07-17 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.00,ST010088,2025-07-18 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.60,ST010088,2025-07-18 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
25.60,ST010088,2025-07-18 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.57,ST010088,2025-07-19 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.20,ST010088,2025-07-19 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
10.10,ST010088,2025-07-19 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
0.49,ST010088,2025-07-20 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
8.20,ST010088,2025-07-20 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
11.20,ST010088,2025-07-20 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.30,ST010088,2025-07-21 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.36,ST010088,2025-07-21 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
9.63,ST010088,2025-07-21 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.20,ST010088,2025-07-22 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
0.49,ST010088,2025-07-22 08:00:00,石油类,延炼12万吨/年乙苯/苯乙烯装置,mg/L
9.40,ST010088,2025-07-22 08:00:00,电导率,延炼12万吨/年乙苯/苯乙烯装置,<p>&mu;S/cm</p>
8.40,ST010088,2025-07-23 08:00:00,pH,延炼12万吨/年乙苯/苯乙烯装置,
